time,english,french
1319.2,clear here but this is room for for more,"clair ici, mais il y a de la place pour plus"
1321.679,investigation perhaps there are things,enquête peut-être qu'il y a des choses
1323.679,that we aren't controlling for that we,que nous ne contrôlons pas pour lesquelles nous
1325.52,should be there'll be some,devrions être il y aura un
1326.76,administrative bias um,biais administratif euh d'
1329.6,okay and then,accord et
1331.039,next i want to take a look at,ensuite je veux jeter un coup d'œil au
1333.36,kenya,kenya
1334.559,um so i'm going to switch to restricting,euh donc je vais passer à la restriction
1337.36,to country 7.,au pays 7.
1340,so this is kenya,donc c'est le kenya
1342.72,and again i'll not interpret the control,et encore une fois je n'interpréterai pas les
1345.76,variables,variables de contrôle
1346.88,but for kenya and this is consistent,mais pour le kenya et cela est cohérent
1349.039,with the carp paper that we're loosely,avec l'article sur la carpe sur lequel nous nous basons vaguement
1351.36,basing this on even though we're,même si nous observons
1353.6,observing um,euh
1355.679,we're observing the same woman,nous observons la même femme
1357.679,even months later,même des mois plus tard
1359.52,there still,il
1360.72,seems to be,semble toujours y avoir
1362.08,an effect of how concerned she is about,un effet sur la façon dont elle est préoccupée par le fait de
1364.799,contracting covet the reference category,contracter la convoitise la catégorie de référence
1367.44,here is not concerned at all,ici n'est pas du tout concernée
1369.84,um and of course,euh et bien sûr
1371.76,you know this warrants some extra,"vous savez que cela justifie des recherches supplémentaires,"
1373.679,digging it's interesting that,il est intéressant de noter que
1375.36,it's only significant between women who,ce n'est significatif qu'entre les femmes qui
1377.44,are not concerned at all and a little,ne sont pas du tout concernées et  un peu
1379.76,concerned so if she was a little,"inquiète, donc si elle était un peu"
1382.559,concerned she was,"inquiète, elle était"
1384.64,much less likely to adopt than a woman,beaucoup moins susceptible d'adopter qu'une femme
1386.799,who is not concerned at all so that,"qui ne s'inquiète pas du tout,"
1389.12,could be,donc vous savez peut-être
1390.32,you know she did not want to go,qu'elle ne voulait pas
1392.88,out to a fam,sortir dans
1395.52,a facility and go adopt a new method um,un établissement familial et aller faire une annonce  optez pour une nouvelle méthode euh
1399.44,it's,c'est
1400.799,who knows but there's plenty of,qui sait mais il y a beaucoup de
1402.88,variables in pma that you might you,variables dans pma que vous
1405.28,might be able to dig into that,pourriez peut-être creuser dans ça
1407.28,um,euh
1408.4,and now let's,et maintenant lançons
1409.679,let's run those same,ces mêmes
1411.36,models but with discontinue instead,modèles mais avec discontinuer à la place
1417.76,so,donc
1418.64,uh once again with burkina faso,euh encore une fois avec le burkina faso
1421.279,not a lot going on with with these um,pas beaucoup va  continuez avec ces euh
1424.32,like covet impact variables but again,"comme les variables d'impact de convoitise, mais encore une fois,"
1427.44,there are lots of different covet impact,il y a beaucoup de variables d'impact de convoitise différentes
1429.36,variables,NA
1430.559,in these data,dans ces données
1431.84,and,et
1433.36,perhaps there's there's something about,peut-être qu'il y a quelque chose dans
1436.72,the way that,la façon dont les
1437.919,covid restrictions,restrictions covid ont été
1440,rolled out in burkina faso versus kenya,déployées au burkina faso par rapport au
1442.4,that um that determine,kenya qui déterminent
1445.6,the impacts,les impacts d'
1447.44,okay and then,accord et puis
1448.64,with kenya for discontinuation we once,"avec  kenya pour l'abandon, nous voyons une fois de"
1451.84,again see that the concern,plus que la
1455.6,variable,variable de préoccupation
1456.72,was significantly uh,était significativement euh
1459.12,significant compared to so women who,significative par rapport à donc les femmes qui
1461.039,were not at all concerned um,n'étaient pas du tout concernées euh
1464.4,compared to well women who were,par rapport aux femmes bien portantes qui
1467.039,concerned about getting coveted,craignaient d'être convoitées
1469.279,compared to women who were not at all,par rapport aux femmes qui n'étaient pas du tout
1470.799,concerned were,concernées étaient
1472.48,far more likely to discontinue a method,beaucoup plus susceptibles de  interrompre une méthode
1475.6,so that's consistent with the adoption,afin que cela soit également cohérent avec les
1478.48,results as well,résultats d'adoption
1480,and i think we have just very,et je pense que nous avons juste très
1482.96,um,euh
1483.919,we only have a few minutes left i,"nous n'avons qu'un  il reste quelques minutes, je"
1485.44,believe so i'm gonna,"crois, donc je vais"
1486.799,see if i um look in the chat,"voir si je regarde dans le chat, d'"
1490.799,um,NA
1491.919,okay can you talk a little bit about why,"accord, pouvez-vous expliquer un peu pourquoi"
1493.6,you are not using uh clustered standard,vous n'utilisez pas euh les erreurs standard groupées euh
1496.32,errors,NA
1497.36,um,NA
1499.6,and then,et puis
1500.799,uh okay,euh d'accord
1502.32,so,donc
1506.32,i,NA
1508,so okay,NA
1509.44,full disclosure i'm i'm an economist um,je vais donc d'accord divulgation complète je suis  je suis un économiste euh
1512.72,and um i'm not a phd but my,et euh je ne suis pas titulaire d'un doctorat mais je
1515.76,understanding is that we are,crois comprendre que nous
1517.52,um adjusting the standard errors,ajustons les erreurs types en
1519.76,according to both the,fonction à la fois de l'
1521.84,primary sampling unit and um,unité d'échantillonnage primaire et euh
1525.52,uh,euh
1526.32,and the strata um so,et des strates euh donc
1530.159,my understanding is that we are using,je crois comprendre que nous utilisons la
1532.08,clustered standard errors um however um,norme groupée  erreurs euh cependant euh
1536.96,that's definitely something that if you,c'est certainement quelque chose que si
1538.88,would like to email us separately about,"vous souhaitez nous envoyer un e-mail séparément à ce sujet,"
1541.6,this we are following the,nous
1546.799,the briefs that pma,suivons les mémoires que pma
1549.039,produces,produit à
1550.96,about these data,"propos de ces données,"
1553.679,so,donc
1554.96,i'll definitely have to get back to you,je devrai certainement vous revenir à ce
1556.32,on that um but this is my understanding,"sujet, mais c'est ma compréhension"
1559.12,is that according to this multi-stage,est  que selon ce plan d'
1561.6,cluster sampling design we're adjusting,"échantillonnage en grappes à plusieurs degrés, nous ajustons"
1564.159,the standard errors based on,les erreurs types en fonction des
1566.24,strata and psu,strates et des psu
1567.84,um,euh
1568.799,so okay awesome yeah i'm i'm not exactly,donc d'accord génial ouais je ne suis pas tout à fait d'
1572.64,okay great um so why are the baseline,accord super euh alors pourquoi les
1575.44,explanatory variables,variables explicatives de base
1578.32,i guess i'm not entirely,je suppose que je suis  pas entier
1580.559,uh sure about this question um,euh sûr de cette question euh
1584.96,i i,je je
1588.799,um oh my baseline explanatory models,euh oh mes modèles explicatifs de base
1594.64,into the model okay,dans le modèle d'accord
1596.88,um if i'm understanding correctly um,euh si je comprends bien euh
1600.32,you're asking why we're using uh like,vous demandez pourquoi nous utilisons euh comme
1602.24,the phase two versions of each of these,les versions de phase deux de chacun de ces
1605.12,um,euh
1606.08,so,donc d'
1606.96,okay we have two minutes left um,accord nous avons  il reste deux minutes euh
1609.52,so for most of these explanatory,donc pour la plupart de ces
1611.36,variables,"variables explicatives,"
1613.2,we are,nous
1616,using,utilisons des
1617.84,variables because like,variables parce que comme
1619.84,the baseline happened before covid,la ligne de base s'est produite avant covid
1622.72,so that we couldn't,"afin que nous ne puissions pas,"
1624.559,they couldn't ask questions about covet,ils ne pouvaient pas poser de questions sur les
1626.64,impacts before covet happened um so we,impacts de la convoitise avant que la convoitise ne se produise euh donc nous
1629.36,are only using,n'utilisons que la
1631.12,baseline two but you could of course,ligne de base deux mais vous  pourrait bien sûr
1633.919,like,comme
1634.799,um,euh
1635.76,see if there's any changes in her,voir s'il y a des changements dans son
1637.76,education,éducation
1639.039,so you could look to see if there were,afin que vous puissiez regarder s'il y avait des
1640.799,differences between her education at,différences entre son éducation au
1642.399,time one and time two um but i i just,moment un et au temps deux euh mais j'ai juste
1645.279,chose to use the um the time to because,choisi d'utiliser le temps parce
1648.08,that's like um we were kind of looking,que c'est comme euh nous étions  en quelque sorte à regarder
1650.799,at,NA
1651.6,how she's changing over time,"comment elle change avec le temps,"
1653.919,but again a lot of the the choices i,"mais encore une fois, beaucoup des choix que j'ai"
1656.96,made for this model was,faits pour ce modèle étaient par
1658.559,the sake of simplicity,souci de simplicité
1660.88,in this model but,"dans ce modèle, mais"
1662.32,the great thing about these data is that,la grande chose à propos de ces données est que
1664.799,you have the information about this,vous avez les informations sur  t cette
1666.72,woman in both time periods and if you in,femme dans les deux périodes et si vous de
1669.12,this way you can kind of dissect that,"cette façon, vous pouvez en quelque sorte disséquer ce"
1671.279,change over time i hope that's what your,"changement au fil du temps, j'espère que c'est ce que votre"
1673.6,question was getting at,"question recevait,"
1675.12,um,NA
1676.24,but,mais
1677.44,definitely feel free to email,n'hésitez pas à envoyer un e-mail à
1680.159,iphones umn.org and we'll post that um,iphones umn.org et nous publierons cela euh
1684,that's our user support email,c'est  notre e-mail d'assistance aux utilisateurs
1686.08,and you can definitely they'll be able,et vous pouvez certainement ils pourront
1687.36,to forward me,me transmettre les
1688.799,um questions that you have,questions que vous avez
1691.039,um,NA
1692.32,about this workshop um sorry that we're,sur cet atelier euh désolé que nous manquions
1695.36,we're kind of running a little low on,un peu de
1696.96,time but thank you so much everyone for,temps mais merci beaucoup à tous pour
1698.96,uh for attending and for your questions,"euh  pour avoir assisté et pour vos questions,"
1701.679,so i think we'll be um,donc je pense que nous serons euh
1704.32,uh brought back to the larger group very,euh ramenés au groupe plus large très
1706.88,soon,"bientôt,"
1859.36,all right so i think we probably have,donc je pense que nous avons probablement
1861.44,everyone back from sessions now,"tout le monde de retour des sessions maintenant,"
1865.76,so matt and devin any any notes anything,donc matt et devin toutes les notes que
1868.64,you want to note from the breakout,vous voulez noter du
1876.84,sessions no notes phil other than uh my,sessions en petits groupes pas de notes phil autre que euh ma
1880.159,session had no time for questions so if,"session n'avait pas le temps pour les questions, donc si"
1882.72,anybody would like to ask a question,quelqu'un souhaite poser une question
1884.48,here is a great time to do it,"ici, c'est le bon moment pour le faire"
1887.44,uh yeah no notes here but um same if,euh ouais pas de notes ici mais euh pareil s'il
1889.519,there's any other questions that came up,y a d'autres questions qui sont venues
1891.279,um,euh
1892.64,feel free to write them in,sentir  libre de les écrire
1895.679,that's right so i think you all should,"c'est vrai, donc je pense que vous devriez tous"
1897.6,have access to the chat um so we did,"avoir accès au chat, donc nous"
1900.399,want to allow a little bit of time for,voulions laisser un peu de temps pour les
1902.159,questions um so if you have any please,"questions, donc si vous en avez,"
1904,feel free to put them in the chat and we,n'hésitez pas à les mettre dans le chat et nous
1905.679,can answer them right away,pourrons y répondre tout de
1950.72,all right um well not seeing any,suite  euh eh bien ne voyant aucune
1953.12,questions uh that's okay,question euh ça va
1955.12,uh because,euh parce que
1956.559,uh we'll have time for uh questions,euh nous aurons du temps pour euh des questions
1959.76,um later after this session um but just,euh plus tard après cette session euh mais
1962.96,a few more things to note before we,juste quelques autres choses à noter avant de
1964.64,finish up,terminer
1965.84,um,euh
1967.12,so first of all the uh the examples that,donc tout d'abord les euh les exemples que
1969.84,we ran through today we're looking at uh,"nous  parcouru aujourd'hui, nous examinons euh"
1971.679,the impact of covet 19 on contraceptives,l'impact de covet 19 sur les contraceptifs
1974.799,and that's obviously only one of,et ce n'est évidemment qu'un des
1977.6,many topics that pma collects data on,"nombreux sujets sur lesquels pma collecte des données,"
1980.32,so pma we also collect data on women's,donc pma nous collectons également des données sur les femmes
1982.64,on topics like women's economic,sur des sujets tels que l'autonomisation économique des femmes l'
1984,empowerment,autonomisation
1985.279,women's sexual reproductive empowerment,sexuelle des femmes euh
1987.84,um,NA
1989.44,and uh reproductive histories we collect,et euh  antécédents de reproduction nous recueillons
1991.6,a two to three year contraceptive,un calendrier contraceptif de deux à trois ans
1993.12,calendar uh a lot closer to three years,euh beaucoup plus proche de trois ans
1996,than two,que de deux
1997.36,um gender-based violence uh for certain,euh violence basée sur le genre euh pour certains
2000.08,countries and rounds uh fertility and,pays et cycles euh fertilité et
2002.64,concept contraceptive preference and,concept de préférence contraceptive  e et
2003.84,intentions,intentions
2005.039,uh family planning service quality and,euh qualité du service de planification familiale et
2007.12,we also have gps coordinates that are,nous avons également des coordonnées GPS qui sont
2009.12,displaced,déplacées
2010.24,um for all of our participants in,euh pour tous nos participants dans les
2012.08,households,"ménages,"
2013.919,so these are only a few of the topics,donc ce ne sont que quelques-uns des sujets sur
2016,that collect data on,lesquels des données sont collectées
2018.32,and,et
2020.48,our survey instruments are actually,nos instruments d'enquête sont en fait
2021.76,available on the pma website so if you,disponibles sur le site Web pma donc  si vous
2023.919,go to pma's website and you go to the,allez sur le site Web de pma et que vous allez dans l'
2026.24,survey methodology tab then you can find,"onglet méthodologie d'enquête, vous pouvez trouver"
2028.799,all of our survey instruments from,tous nos instruments d'enquête de la
2031.44,phase one phase two and then we'll be,"phase un phase deux, puis nous"
2033.76,posting phase three uh survey instrument,publierons bientôt l'instrument d'enquête de la phase trois euh
2035.919,shortly,NA
2036.96,and what i have here up on this slide,et ce que j'ai ici sur cette diapositive
2039.2,these topics most of them are,"ces sujets, la plupart d'entre eux sont"
2042.32,available for longitudinal data analysis,"disponibles pour l'analyse de données longitudinales,"
2044.799,there's one or two that we've changed,il y en a un ou deux que nous avons modifiés au
2046.399,over time across phases but for the most,"fil du temps à travers les phases, mais pour la plupart,"
2048.56,part you can do,vous pouvez faire
2049.839,longitudinal analysis of things like,une analyse longitudinale de choses comme l'
2052.079,empowerment um,"autonomisation,"
2053.839,reproductive histories and fertility,les antécédents de reproduction et les
2056,intentions and so on,"intentions de fécondité, etc."
2058,so i do see um a question in the chat,voir euh une question dans le chat
2062.48,uh so one question for the iphone's team,euh donc une question pour l'équipe de l'iphone
2065.839,what are the steps to registering for,quelles sont les étapes pour s'inscrire aux
2067.599,ipham's data,données d'ipham
2070.879,that's a great question um so on our um,c'est une excellente question euh donc sur notre  euh
2074.399,website um so i had scrolled on just a,site web euh donc j'avais fait défiler un
2077.28,little bit and clicked a button that,peu et cliqué sur un bouton qui
2079.2,said get data uh right immediately to,disait obtenir des données euh immédiatement
2081.76,the right of that there's a button that,à droite de cela il y a un bouton qui
2083.2,says uh registered here um and uh just,dit euh enregistré ici euh et euh juste
2086.399,uh re-emphasize always free,euh ré-insister toujours libre
2088.72,to access so just register,d'accès donc juste  inscrivez
2091.28,tell us a little bit about how you plan,"-vous, dites-nous un peu comment vous prévoyez"
2092.72,to use the data and then,"d'utiliser les données, puis"
2095.2,i try to,j'essaie de
2098.079,read those with like almost every day,lire ceux avec presque tous les
2100,that they come in so within about a,"jours qu'ils arrivent, donc dans environ un"
2101.92,business day i'll be able to read it,"jour ouvrable, je pourrai le lire"
2104.24,and,NA
2105.119,as soon as you receive an email from us,et dès que vous recevrez  un e-mail de notre part
2106.96,that your,indiquant que votre
2107.92,registration was approved then you can,"inscription a été approuvée, vous pouvez alors"
2110,go ahead log in,vous connecter en
2111.92,using your credential the you know,"utilisant vos informations d'identification, le"
2113.599,password and email you used and you can,mot de passe et l'e-mail que vous connaissez et vous pouvez
2115.76,go ahead and down the data,continuer et descendre les
2117.359,right away,données tout de suite d'
2120.48,all right and uh thanks very much devon,accord et euh merci beaucoup devon la
2123.359,second question is ipham's the preferred,deuxième question est celle d'ipham  le
2125.28,way to access pma data,"moyen préféré d'accéder aux données pma,"
2127.52,so very good question,"donc très bonne question,"
2129.28,so for right now,"donc pour le moment,"
2130.96,you can access the data either through,vous pouvez accéder aux données soit via
2132.56,ip-bombs or through the pma website and,"des bombes IP, soit via le site Web pma et les"
2135.2,either ways are perfectly acceptable,deux manières sont parfaitement acceptables
2138.4,and the data are in slightly different,et les données sont dans des formats légèrement différents
2140.24,formats across these these two modes of,acr  oss ces deux modes
2143.119,of accessing them um,d'accès euh
2145.52,but you know you won't have any,mais vous savez que vous n'aurez aucune
2146.96,difficulty doing analysis,difficulté à faire des analyses
2148.88,um with either either data set so you,euh avec l'un ou l'autre des ensembles de données afin que vous
2151.28,could use either the pma website or,puissiez utiliser le site Web pma ou
2154.079,the ipham's web pma website for,le site Web pma d'ipham pour
2156.16,accessing data,accéder aux données
2159.119,um so a few other notes about our,euh donc quelques autres  des notes sur nos
2161.359,longitudinal panel data,"données de panel longitudinales, de"
2163.119,so baseline panel data available for all,sorte que les données de panel de base sont actuellement disponibles pour les
2165.68,eight countries right now and as i just,"huit pays et, comme je viens de le"
2167.76,mentioned they can be accessed through,"mentionner, elles sont accessibles via"
2169.599,the ipams pma website or the pma main,"le site Web ipams pma ou le site Web principal de pma,"
2173.28,website,NA
2174.32,the links are shown here,les liens sont indiqués ici
2176.72,and we have two phases of longitudinal,et nous avons deux phases de
2178.8,panel data so we have baseline and,données de panel longitudinales  nous avons donc une ligne de base et un
2180.4,follow-up available and posted online,suivi disponibles et publiés en ligne
2182.88,for kenya nigeria drc and burkina faso,"pour le kenya, le nigeria, la rdc et le burkina faso"
2186.24,and then this summer we'll be posting,", puis cet été, nous publierons des"
2188.32,data for,données pour le
2189.599,rajasthan india,"rajasthan, l'inde, l'"
2191.2,uganda cote d'ivoire and niger so by the,"ouganda, la côte d'ivoire et le niger, donc d'ici l'"
2194.48,summer we'll have panel data for all,"été, nous aurons des données de panel pour  les"
2197.28,eight countries where we work,huit pays où nous travaillons
2199.359,and then shortly afterwards we'll we'll,", puis peu de temps après, nous"
2201.359,also have phase three data,"aurons également des données de phase trois,"
2203.359,so ken in nigeria will post um phase,donc ken au nigeria publiera des
2206.4,three data by august uh this year,"données de phase trois d'ici août, euh cette année,"
2209.119,then followed shortly by burkina faso,puis suivi peu de temps par le burkina  faso
2211.119,and drc,et drc
2212.96,um then you know we referred to some of,um alors vous savez que nous avons fait référence à certaines
2215.839,the research that pma has done with,des recherches que pma a faites avec
2217.28,these data or that has been done with,ces données ou qui ont été faites avec des
2218.88,pma data,données pma
2220.24,but we've done obviously more research,mais nous avons fait évidemment plus de recherches
2222.64,than what was just presented here and if,que ce qui vient d'être présenté ici et si
2224.56,you want to look at more of our research,"vous voulez regarder  plus de nos recherches,"
2227.68,you can access it through the pma google,vous pouvez y accéder via le
2230,scholar website,site Web pma google Scholar
2231.599,and there's a link on this powerpoint,et il y a un lien sur ce powerpoint
2233.599,that we'll make,que nous mettrons à
2234.72,available after this session,"disposition après cette session,"
2239.04,next slide,"prochaine diapositive,"
2241.599,so if you have questions about anything,donc si vous avez des questions sur tout ce que
2243.2,we presented today uh we we encourage,"nous avons présenté aujourd'hui, nous vous encourageons"
2246.079,you to email us,à nous envoyer un e-mail
2247.76,uh you can reach us through these two,euh vous pouvez nous joindre via ces deux
2250.079,email addresses here the first four uh,adresses e-mail ici les quatre premières euh
2252.64,is the general email address for pma,sont l'adresse e-mail générale pour pma
2255.599,and the second is for ippams,et la seconde est pour ippams
2257.839,so any questions that you have please,donc toutes les questions que vous avez s'il vous plaît
2259.76,feel free to reach out,n'hésitez pas à tendre la main
2261.28,and uh we'll answer your questions very,et euh nous répondrons à vos questions très
2263.68,shortly,prochainement
2265.28,i had one that came up in in the chat,j'en ai eu un qui est apparu dans le chat
2267.44,that i'd kind of like to to touch on if,que j'aimerais aborder si
2269.76,this would be a good time um someone,ce serait un bon moment euh quelqu'un a
2272,asked any takeaway messages from this,demandé des messages à retenir de cette
2274.32,analysis on what might be the key things,analyse sur ce que pourraient être les éléments clés
2277.04,to look for as far as the impact of,à rechercher jusqu'à présent  s l'impact de
2278.88,covet 19 on family planning use um and,covet 19 sur la planification familiale utilise euh et
2282.24,one thing that comes to mind that um i,une chose qui me vient à l'esprit que euh je
2284.64,meant to talk about the breakout session,voulais parler de la séance en petits groupes
2286.24,but um,mais euh
2287.28,we we saw in kenya that concern over,nous avons vu au kenya que l'inquiétude concernant l'
2290.48,covet infection was um was a significant,infection de covet était euh était un
2294.079,uh determinant of adoptions and uh,déterminant important euh des adoptions et  euh l'
2296.839,discontinuation um so i feel like a,arrêt euh donc j'ai l'impression qu'un
2299.119,takeaway could be to use the other,plat à emporter pourrait être d'utiliser les autres
2301.44,variables that we didn't discuss in the,variables dont nous n'avons pas discuté lors des
2303.359,breakout sessions to kind of narrow in,séances en petits groupes pour en quelque sorte préciser
2305.28,on why was that and there are variables,pourquoi c'était et il y a des variables
2308.24,in pma about,dans pma pour
2309.92,whether the women tried to access,savoir si les femmes ont essayé d'accéder
2312.4,health care for and ask the reason not,aux soins de santé  pour et demander la raison non
2314.88,just about family planning use and,seulement de l'utilisation de la planification familiale et
2316.48,whether she had any,si elle a eu des
2318.32,obstacles or difficulties accessing care,obstacles ou des difficultés pour accéder aux soins
2320.72,during restrictions so kind of narrowing,"pendant les restrictions, donc en quelque sorte de"
2322.72,in on why,NA
2324.72,why that might be the case,préciser pourquoi cela pourrait être le cas
2326.48,um or or why we didn't see um,euh ou pourquoi nous n'avons pas vu l'
2329.2,significance about household income loss,importance du revenu du ménage  perte
2331.44,um things like that so um though today,euh des choses comme ça alors euh bien qu'aujourd'hui
2333.92,the data is really rich um so definitely,"les données soient vraiment riches, alors"
2336.64,go go and explore on the website,allez certainement explorer sur le site Web
2340.24,thanks devin and just adding to that um,merci devin et ajoutez juste à cela euh
2342.88,uh if you're interested in some of the,euh si vous êtes intéressé par certaines des
2344.72,results that we have on the impact of,résolutions  résultats que nous avons sur l'impact de
2346.48,covid on on contraceptive use uh we do,covid sur l'utilisation de contraceptifs euh nous
2349.04,have a few papers on that that have been,avons quelques articles sur cela qui ont été
2350.96,published one of which we referred to,publiés dont l'un auquel nous avons fait référence
2352.56,earlier and overall we found that,"plus tôt et dans l'ensemble, nous avons constaté que"
2355.359,in,NA
2356.16,in our geographies where we have data,dans nos zones géographiques où nous avons des données
2358.8,from before and during covid we did not,d'avant et pendant  covid nous n'avons pas
2361.28,see significant changes in overall,vu de changements significatifs dans l'utilisation globale de la
2363.2,contraceptive use of the population,contraception au niveau de la population
2364.88,level we also found that at the,", nous avons également constaté qu'au"
2367.119,individual level women were more likely,"niveau individuel, les femmes étaient plus susceptibles"
2369.04,to adopt uh contraception than they were,d'adopter euh la contraception qu'elles ne l'étaient
2371.44,to discontinue so this was contrary to,"d'arrêter, donc c'était contraire à"
2373.92,what was expected that overall we,"ce à quoi on s'attendait dans l'ensemble, nous nous"
2375.92,expected uh to see you know pretty large,attendions à euh  vous voyez l'impact assez important
2378.32,impact of coveton contraceptive use but,"de l'utilisation des contraceptifs coveton, mais"
2380.56,we didn't see that at the population or,nous n'avons pas vu cela au niveau de la population ou de l'
2383.04,individual level but you know as was,"individu, mais vous savez, comme cela a été"
2385.28,illustrated in this session there's,"illustré dans cette session, il y a des"
2386.96,variation among women by their their,variations parmi les femmes en
2389.2,fear of covid uh so the story is,"raison de leur peur du covid, donc l'histoire est"
2391.2,somewhat more nuanced than than just the,un peu plus nuancée  que juste le
2393.359,overall population level um and like uh,niveau global de la population euh et comme euh
2396.72,devin said we're really just scratching,"devin l'a dit, nous ne faisons qu'effleurer"
2398.32,the surface of the analysis that we can,la surface de l'analyse que nous pouvons
2400.24,do with pma data um so i think there's,faire avec les données pma euh donc je  pense qu'il y a
2403.52,uh there's there's much more that can be,euh il y a beaucoup plus qui peut être
2405.2,done,fait
2406.56,and uh i see another question in the,et euh je vois une autre question dans le
2408.48,chat uh what what caveats do you add to,chat euh quelles mises en garde ajoutez-vous pour vous
2411.2,ensure one appreciates that some of the,assurer que l'on apprécie que certaines des
2412.72,pma data regional within countries and,données pma soient régionales dans les pays et
2415.119,not national like congo india and,non nationales comme le congo l'inde et le
2417.04,nigeria so that's true,nigeria donc c'est
2419.44,so we don't produce national estimates,"vrai, nous ne produisons donc pas d'estimations nationales"
2422.4,for india dr congo or nigeria,"pour l'inde, la rd congo ou le nigéria, de"
2425.839,so the data that we have are,sorte que les données dont nous disposons ne sont
2427.04,representative only at the sub-national,représentatives qu'au niveau infranational
2428.72,level,", de"
2430,so we can't make any statements about,sorte que nous ne pouvons faire aucune déclaration sur
2431.839,national level estimates of covid or,les estimations au niveau national de la covid ou de la
2433.92,family planning for those geographies,planification familiale pour ces zones géographiques
2436.16,but we do um provide data at the,mais nous fournissons des données au
2439.04,sub-national level which i think is we,"niveau infranational, ce qui, je pense,"
2441.839,found is valuable for uh for programs um,est précieux pour euh les programmes euh de
2445.119,family planning uh uh government uh,planification familiale euh euh gouvernement euh
2447.44,activities and um and other purposes as,activités et euh et à d'autres fins
2450.48,well uh including research,également euh y compris la recherche
2453.44,so more information about where our data,donc plus d'informations sur où nos données
2455.839,are represented is on our website and,sont  représenté est sur notre site Web
2457.839,and also like i said we'll make this,"et aussi, comme je l'ai dit, nous rendrons cette"
2459.28,presentation available if you have more,présentation disponible si vous avez d'autres
2460.72,questions,"questions,"
2464.4,all right,très
2468.8,great,NA
2469.839,so uh,"bien, alors euh"
2471.2,if there are no more questions um,s'il n'y a plus de questions euh
2473.76,we want to thank you for for attending,nous tenons à vous remercier d'avoir participé à
2475.44,this uh this webinar um we really,ce euh ce webinaire euh nous
2477.76,appreciate uh your your interest in our,apprécions vraiment votre intérêt pour nos
2479.599,data,données
2480.48,and again um if you have any questions,et encore une fois euh si vous avez des
2482.8,please feel free to email us at the,"questions, n'hésitez pas à nous envoyer un e-mail à l'"
2484.88,address as i i mentioned in the previous,adresse que j'ai mentionnée dans la diapositive précédente
2486.56,slide,NA
2487.68,and,et
2488.8,thanks very much once again,merci beaucoup  beaucoup encore une fois
2501.359,you,vous
